tracking_variable,time_s,requested_target_doc,mean_target_doc,min_target_doc,max_target_doc,std_target_doc,lower_error,upper_error,mean_error,requested_reaction_progress,mean_target_reaction_progress,min_target_reaction_progress,max_target_reaction_progress,std_target_reaction_progress,reaction_progress_error,target_o2_mean_mj_cm2,target_o2_min_mj_cm2,target_o2_max_mj_cm2,target_o2_std_mj_cm2
reaction-progress,5.0,0.9,0.7889547944068909,0.0,0.9750692248344421,0.30429327487945557,0.7889547944068909,0.18611443042755127,-0.11104520559310915,2.302585092994046,2.384446620941162,0.0,3.691652536392212,1.2042168378829956,0.08186152794711621,0.11739891767501831,0.0,6.5677924156188965,0.5985547304153442
