tracking_variable,time_s,requested_target_doc,mean_target_doc,min_target_doc,max_target_doc,std_target_doc,lower_error,upper_error,mean_error,requested_reaction_progress,mean_target_reaction_progress,min_target_reaction_progress,max_target_reaction_progress,std_target_reaction_progress,reaction_progress_error,target_o2_mean_mj_cm2,target_o2_min_mj_cm2,target_o2_max_mj_cm2,target_o2_std_mj_cm2
doc,6.0,0.9,0.9954426884651184,0.0,0.9995800256729126,0.04793843254446983,0.9954426884651184,0.0041373372077941895,0.09544268846511839,2.302585092994046,7.390632152557373,0.0,7.775293827056885,1.0800786018371582,5.088047059563327,0.0014481793623417616,0.0,10.802512168884277,0.09181720018386841
