time_s,is_control_reporting_time,reference_doc,uniform_full_power_doc,target_full_power_doc,target_full_power_outside_doc,feasibility_deficit,reference_minus_target_full_power,target_full_power_minus_reference,uniform_full_power_minus_reference,uniform_o2_mean,uniform_tempo_mean,uniform_dose_mean,uniform_reaction_progress_mean,o2_target_mean,tempo_target_mean,dose_target_mean,reaction_progress_target_mean,mpc_target_doc,mpc_tracking_error,target_region_control_mean
0,1,0.0119618606071,0,0,0,0.0119618606071,0.0119618606071,-0.0119618606071,-0.0119618606071,27.7116832733,92.0178146362,0,0,27.7116985321,92.0178070068,0,0,0,-0.0119618606071,0.949880897999
0.05,0,0.0170221997444,0,0,0,0.0170221997444,0.0170221997444,-0.0170221997444,-0.0170221997444,26.2116832733,92.0178146362,0,0,26.2226467133,92.0178070068,0,0,0,-0.0170221997444,0.949880897999
0.1,0,0.0170221997444,0,0,0,0.0170221997444,0.0170221997444,-0.0170221997444,-0.0170221997444,24.7116832733,92.0178146362,0,0,24.7394618988,92.0178070068,0,0,0,-0.0170221997444,0.949880897999
0.15,0,0.0170221997444,0,0,0,0.0170221997444,0.0170221997444,-0.0170221997444,-0.0170221997444,23.211687088,92.0178146362,0,0,23.2605743408,92.0178070068,0,0,0,-0.0170221997444,0.949880897999
0.2,0,0.0170221997444,0,0,0,0.0170221997444,0.0170221997444,-0.0170221997444,-0.0170221997444,21.711687088,92.0178146362,0,0,21.7852401733,92.0178070068,0,0,0,-0.0170221997444,0.949880897999
0.25,0,0.0170221997444,0,0,0,0.0170221997444,0.0170221997444,-0.0170221997444,-0.0170221997444,20.2116889954,92.0178146362,0,0,20.3130054474,92.0178070068,0,0,0,-0.0170221997444,0.949880897999
0.3,0,0.0170221997444,0,0,0,0.0170221997444,0.0170221997444,-0.0170221997444,-0.0170221997444,18.7116889954,92.0178146362,0,0,18.8435554504,92.0178070068,0,0,0,-0.0170221997444,0.949880897999
0.35,0,0.0170221997444,0,0,0,0.0170221997444,0.0170221997444,-0.0170221997444,-0.0170221997444,17.2116928101,92.0178146362,0,0,17.3766536713,92.0178070068,0,0,0,-0.0170221997444,0.949880897999
0.4,0,0.0170221997444,0,0,0,0.0170221997444,0.0170221997444,-0.0170221997444,-0.0170221997444,15.7116918564,92.0178146362,0,0,15.9121131897,92.0178070068,0,0,0,-0.0170221997444,0.949880897999
0.45,0,0.0170221997444,0,0,0,0.0170221997444,0.0170221997444,-0.0170221997444,-0.0170221997444,14.2116947174,92.0178146362,0,0,14.4497833252,92.0178070068,0,0,0,-0.0170221997444,0.949880897999
0.5,1,0.0170221997444,0,0,0,0.0170221997444,0.0170221997444,-0.0170221997444,-0.0170221997444,12.7116975784,92.0178146362,0,0,12.9895410538,92.0178070068,0,0,0,-0.0170221997444,0.949880897999
0.55,0,0.0170221997444,0,0,0,0.0170221997444,0.0170221997444,-0.0170221997444,-0.0170221997444,11.2117004395,92.0178146362,0,0,11.5312757492,92.0178070068,0,0,0,-0.0170221997444,0.95263304952
0.6,0,0.0170221997444,0,0,0,0.0170221997444,0.0170221997444,-0.0170221997444,-0.0170221997444,9.71170043945,92.0178146362,0,0,10.0749015808,92.0178070068,0,0,0,-0.0170221997444,0.95263304952
0.65,0,0.0170221997444,0,0,0,0.0170221997444,0.0170221997444,-0.0170221997444,-0.0170221997444,8.21170043945,92.0178146362,0,0,8.62033367157,92.0178070068,0,0,0,-0.0170221997444,0.95263304952
0.7,0,0.0170221997444,0,0,0,0.0170221997444,0.0170221997444,-0.0170221997444,-0.0170221997444,6.71169996262,92.0178146362,0,0,7.16750383377,92.0178070068,0,0,0,-0.0170221997444,0.95263304952
0.75,0,0.0170221997444,0,0,0,0.0170221997444,0.0170221997444,-0.0170221997444,-0.0170221997444,5.21170091629,92.0178146362,0,0,5.71634674072,92.0178070068,0,0,0,-0.0170221997444,0.95263304952
0.8,0,0.0170221997444,0,0,0,0.0170221997444,0.0170221997444,-0.0170221997444,-0.0170221997444,3.71170067787,92.0178146362,0,0,4.26680660248,92.0178070068,0,0,0,-0.0170221997444,0.95263304952
0.85,0,0.0170221997444,0,0,0,0.0170221997444,0.0170221997444,-0.0170221997444,-0.0170221997444,2.21170043945,92.0178146362,0,0,2.81883144379,92.0178070068,0,0,0,-0.0170221997444,0.95263304952
0.9,0,0.0170221997444,0,0,0,0.0170221997444,0.0170221997444,-0.0170221997444,-0.0170221997444,0.711700439453,92.0178146362,0,0,1.37237417698,92.0178070068,0,0,0,-0.0170221997444,0.95263304952
0.95,0,0.0170221997444,0,0,0,0.0170221997444,0.0170221997444,-0.0170221997444,-0.0170221997444,0,90.5178146362,0,0,0.587298810482,90.6982879639,0,0,0,-0.0170221997444,0.95263304952
1,1,0.0170221997444,0,0,0,0.0170221997444,0.0170221997444,-0.0170221997444,-0.0170221997444,0,89.0178146362,0,0,0.472162693739,89.3340530396,0,0,0,-0.0170221997444,0.95263304952
1.05,0,0.0170221997444,0,0,0,0.0170221997444,0.0170221997444,-0.0170221997444,-0.0170221997444,0,87.5178146362,0,0,0.385296404362,87.9686431885,0,0,0,-0.0170221997444,0.957605637121
1.1,0,0.0170221997444,0,0,0,0.0170221997444,0.0170221997444,-0.0170221997444,-0.0170221997444,0,86.0178146362,0,0,0.322001248598,86.5606842041,0,0,0,-0.0170221997444,0.957605637121
1.15,0,0.0170221997444,0,0,0,0.0170221997444,0.0170221997444,-0.0170221997444,-0.0170221997444,0,84.5178146362,0,0,0.27338385582,85.1518783569,0,0,0,-0.0170221997444,0.957605637121
1.2,0,0.0170221997444,0,0,0,0.0170221997444,0.0170221997444,-0.0170221997444,-0.0170221997444,0,83.0178146362,0,0,0.231914028525,83.7425079346,0,0,0,-0.0170221997444,0.957605637121
1.25,0,0.0170221997444,0,0,0,0.0170221997444,0.0170221997444,-0.0170221997444,-0.0170221997444,0,81.5178146362,0,0,0.195779457688,82.3333892822,0,0,0,-0.0170221997444,0.957605637121
1.3,0,0.0170221997444,0,0,0,0.0170221997444,0.0170221997444,-0.0170221997444,-0.0170221997444,0,80.0178146362,0,0,0.163758322597,80.9248428345,0,0,0,-0.0170221997444,0.957605637121
