time_s,is_control_reporting_time,reference_doc,uniform_full_power_doc,target_full_power_doc,target_full_power_outside_doc,feasibility_deficit,reference_minus_target_full_power,target_full_power_minus_reference,uniform_full_power_minus_reference,uniform_o2_mean,uniform_tempo_mean,uniform_dose_mean,uniform_reaction_progress_mean,o2_target_mean,tempo_target_mean,dose_target_mean,reaction_progress_target_mean,mpc_target_doc,mpc_tracking_error,target_region_control_mean
0.55,0,0.0369521632784,0,0,0,0.0369521632784,0.0369521632784,-0.0369521632784,-0.0369521632784,11.2117004395,0,0,0,11.5312757492,0,0,0,0.00482192002237,-0.032130243256,0.993358294127
0.6,0,0.041879776379,0,0,0,0.041879776379,0.041879776379,-0.041879776379,-0.041879776379,9.71170043945,0,0,0,10.0749015808,0,0,0,0.00964384004474,-0.0322359363343,0.993358294127
0.65,0,0.049617847643,0,0,0,0.049617847643,0.049617847643,-0.049617847643,-0.049617847643,8.21170043945,0,0,0,8.62033367157,0,0,0,0.0144657600671,-0.0351520875759,0.993358294127
0.7,0,0.0577712051235,0,0,0,0.0577712051235,0.0577712051235,-0.0577712051235,-0.0577712051235,6.71169996262,0,0,0,7.16750383377,0,0,0,0.0192876800895,-0.038483525034,0.993358294127
0.75,0,0.0679607059176,0,0,0,0.0679607059176,0.0679607059176,-0.0679607059176,-0.0679607059176,5.21170091629,0,0,0,5.71634674072,0,0,0,0.0241096001118,-0.0438511058058,0.993358294127
0.8,0,0.079302004813,0,0,0,0.079302004813,0.079302004813,-0.079302004813,-0.079302004813,3.71170067787,0,0,0,4.26680660248,0,0,0,0.0289315201342,-0.0503704846788,0.993358294127
0.85,0,0.0928196031163,0,0,0,0.0928196031163,0.0928196031163,-0.0928196031163,-0.0928196031163,2.21170043945,0,0,0,2.81883144379,0,0,0,0.0337534401566,-0.0590661629597,0.993358294127
0.9,0,0.108467206989,0,0,0,0.108467206989,0.108467206989,-0.108467206989,-0.108467206989,0.711700439453,0,0,0,1.37237417698,0,0,0,0.0385753601789,-0.0698918468097,0.993358294127
0.95,0,0.126002977448,0.022416414693,0.0187689848244,0,0.107233992624,0.107233992624,-0.107233992624,-0.103586562755,0,0,0.788299500942,0.0226715058088,0.587298810482,0,0.65990704298,0.0189789254218,0.0433972802013,-0.0826056972468,0.993358294127
1,1,0.144699600818,0.0636925920844,0.0553781799972,0,0.0893214208207,0.0893214208207,-0.0893214208207,-0.0810070087335,0,0,2.28829956055,0.0658114701509,0.472162693739,0,1.98831808567,0.0571840293705,0.0482192002237,-0.0964804005942,0.993358294127
1.05,0,0.164926908532,0.103226132691,0.0911971032619,0,0.0737298052702,0.0737298052702,-0.0737298052702,-0.0617007758412,0,0,3.78829932213,0.108951531351,0.385296404362,0,3.34360074997,0.0961619541049,0.0802301373333,-0.0846967711989,0.985006187975
1.1,0,0.186719856285,0.141090348363,0.126130342484,0,0.0605895138012,0.0605895138012,-0.0605895138012,-0.0456295079218,0,0,5.28829956055,0.152091488242,0.322001248598,0,4.72109031677,0.135778546333,0.112241074443,-0.0744787818418,0.985006187975
1.15,0,0.21055272519,0.177355781198,0.159968137741,0,0.0505845874488,0.0505845874488,-0.0505845874488,-0.0331969439924,0,0,6.78830003738,0.195231467485,0.27338385582,0,6.11192703247,0.175778985023,0.144252011552,-0.0663007136375,0.985006187975
1.2,0,0.235875073535,0.212089970708,0.192548364401,0,0.0433267091337,0.0433267091337,-0.0433267091337,-0.0237851028267,0,0,8.28830051422,0.238371506333,0.231914028525,0,7.508664608,0.215949252248,0.176262948662,-0.0596121248725,0.985006187975
1.25,0,0.260816980478,0.245357602835,0.22387984395,0,0.0369371365278,0.0369371365278,-0.0369371365278,-0.0154593776433,0,0,9.78830051422,0.281511425972,0.195779457688,0,8.90989017487,0.256248533726,0.208273885772,-0.0525430947064,0.985006187975
1.3,0,0.286210516884,0.277220726013,0.25398811698,0,0.0322223999041,0.0322223999041,-0.0322223999041,-0.00898979087047,0,0,11.2883005142,0.324651658535,0.163758322597,0,10.3148069382,0.296653926373,0.240284822881,-0.0459256940024,0.985006187975
1.35,0,0.314766124207,0.307738363743,0.283061206341,0,0.0317049178664,0.0317049178664,-0.0317049178664,-0.00702776046441,0,0,12.7883033752,0.367791324854,0.140433341265,0,11.7283058167,0.337306261063,0.272295759991,-0.0424703642164,0.985006187975
1.4,0,0.341943237567,0.336967498064,0.311134248972,0,0.0308089885952,0.0308089885952,-0.0308089885952,-0.0049757395031,0,0,14.2883052826,0.41093146801,0.125027522445,0,13.1498250961,0.37818929553,0.3043066971,-0.0376365404667,0.985006187975
1.45,0,0.363281591975,0.364962637424,0.338134527206,0,0.0251470647681,0.0251470647681,-0.0251470647681,0.00168104544992,0,0,15.7883081436,0.454071193933,0.112720131874,0,14.5750160217,0.419178038836,0.33631763421,-0.0269639577646,0.985006187975
1.5,1,0.393948572566,0.391775339842,0.364084929228,0,0.0298636433379,0.0298636433379,-0.0298636433379,-0.00217323272388,0,0,17.2883090973,0.497211456299,0.102284900844,0,16.0030727386,0.46024915576,0.36832857132,-0.0256200012461,0.985006187975
1.55,0,0.418135141925,0.417456507683,0.389018684626,0,0.0291164572996,0.0291164572996,-0.0291164572996,-0.000678634242422,0,0,18.7883110046,0.540351688862,0.0932418331504,0,17.4336185455,0.501391887665,0.390292322636,-0.0278428192896,0.984856895157
1.6,0,0.443375298178,0.442052960396,0.41296762228,0,0.0304076758982,0.0304076758982,-0.0304076758982,-0.00132233778256,0,0,20.2883110046,0.583491742611,0.0852181091905,0,18.8662910461,0.542595922947,0.412256073952,-0.0311192242266,0.984856895157
