time_s,requested_target_doc,mean_target_doc,min_target_doc,max_target_doc,std_target_doc,lower_error,upper_error,mean_error
3.5,0.4,0.4005017876625061,0.0,0.40898722410202026,0.00405772402882576,0.4005017876625061,0.00848543643951416,0.0005017876625060813
