tracking_variable,time_s,requested_target_doc,mean_target_doc,min_target_doc,max_target_doc,std_target_doc,lower_error,upper_error,mean_error,requested_reaction_progress,mean_target_reaction_progress,min_target_reaction_progress,max_target_reaction_progress,std_target_reaction_progress,reaction_progress_error,target_o2_mean_mj_cm2,target_o2_min_mj_cm2,target_o2_max_mj_cm2,target_o2_std_mj_cm2
reaction-progress,6.0,0.9,0.9976040720939636,0.0,0.9995800256729126,0.03588205575942993,0.9976040720939636,0.0019759535789489746,0.0976040720939636,2.302585092994046,7.589200496673584,0.0,7.775293827056885,0.77165687084198,5.286615403679538,0.0007192299817688763,0.0,28.05083656311035,0.11571172624826431
