time_s,requested_target_doc,mean_target_doc,min_target_doc,max_target_doc,std_target_doc,lower_error,upper_error,mean_error
6.0,0.9,0.98936527967453,0.8772033452987671,0.9994233846664429,0.029806705191731453,0.11216193437576294,0.010058104991912842,0.08936527967453001
