time_s,requested_target_doc,mean_target_doc,min_target_doc,max_target_doc,std_target_doc,lower_error,upper_error,mean_error
3.5,0.4,0.4002009630203247,0.39084768295288086,0.41037046909332275,0.001120643108151853,0.009353280067443848,0.010169506072998047,0.00020096302032468483
