time_s,requested_target_doc,mean_target_doc,min_target_doc,max_target_doc,std_target_doc,lower_error,upper_error,mean_error
3.5,0.4,0.4003431797027588,0.3874685764312744,0.41354900598526,0.0015120337484404445,0.012874603271484375,0.01320582628250122,0.00034317970275876686
