tracking_variable,time_s,requested_target_doc,mean_target_doc,min_target_doc,max_target_doc,std_target_doc,lower_error,upper_error,mean_error,requested_reaction_progress,mean_target_reaction_progress,min_target_reaction_progress,max_target_reaction_progress,std_target_reaction_progress,reaction_progress_error,target_o2_mean_mj_cm2,target_o2_min_mj_cm2,target_o2_max_mj_cm2,target_o2_std_mj_cm2
reaction-progress,6.0,0.9,0.8999982476234436,0.8978293538093567,0.9017351269721985,0.00011435997294029221,0.002168893814086914,0.0017368793487548828,-1.7523765564186888e-06,2.302585092994046,2.3025684356689453,2.2811107635498047,2.3200888633728027,0.0011417603818699718,-1.6657325100588594e-05,0.0,0.0,0.0,0.0
