tracking_variable,time_s,requested_target_doc,mean_target_doc,min_target_doc,max_target_doc,std_target_doc,lower_error,upper_error,mean_error,requested_reaction_progress,mean_target_reaction_progress,min_target_reaction_progress,max_target_reaction_progress,std_target_reaction_progress,reaction_progress_error,target_o2_mean_mj_cm2,target_o2_min_mj_cm2,target_o2_max_mj_cm2,target_o2_std_mj_cm2
reaction-progress,5.0,0.9,0.8997371196746826,0.8950082063674927,0.9031158685684204,0.001329768099822104,0.004728913307189941,0.003378748893737793,-0.000262880325317405,2.302585092994046,2.3000476360321045,2.253872871398926,2.3342397212982178,0.013204031623899937,-0.002537456961941409,0.0,0.0,0.0,0.0
