tracking_variable,time_s,requested_target_doc,mean_target_doc,min_target_doc,max_target_doc,std_target_doc,lower_error,upper_error,mean_error,requested_reaction_progress,mean_target_reaction_progress,min_target_reaction_progress,max_target_reaction_progress,std_target_reaction_progress,reaction_progress_error,target_o2_mean_mj_cm2,target_o2_min_mj_cm2,target_o2_max_mj_cm2,target_o2_std_mj_cm2
reaction-progress,6.0,0.9,0.8999833464622498,0.0,0.9028924703598022,0.0036612097173929214,0.8999833464622498,0.0029091238975524902,-1.6653537750266345e-05,2.302585092994046,2.3025307655334473,0.0,2.3319363594055176,0.009446056559681892,-5.432746059863547e-05,0.000331525836372748,0.0,20.056982040405273,0.0815432220697403
