tracking_variable,time_s,requested_target_doc,mean_target_doc,min_target_doc,max_target_doc,std_target_doc,lower_error,upper_error,mean_error,requested_reaction_progress,mean_target_reaction_progress,min_target_reaction_progress,max_target_reaction_progress,std_target_reaction_progress,reaction_progress_error,target_o2_mean_mj_cm2,target_o2_min_mj_cm2,target_o2_max_mj_cm2,target_o2_std_mj_cm2
doc,6.0,0.9,0.9891421794891357,0.8740280866622925,0.9994179010391235,0.030059942975640297,0.11511409282684326,0.010275721549987793,0.08914217948913572,2.302585092994046,6.807500839233398,2.0716965198516846,7.448896408081055,1.5573407411575317,4.5049157462393525,0.0,0.0,0.0,0.0
