time_s,requested_target_doc,mean_target_doc,min_target_doc,max_target_doc,std_target_doc,lower_error,upper_error,mean_error
3.5,0.4,0.47584930062294006,0.0,0.7552433013916016,0.12121865898370743,0.47584930062294006,0.2793940007686615,0.07584930062294004
