20mW_0mM_TEMPO_T1_Time_s,20mW_0mM_TEMPO_T1_Intensity,20mW_0mM_TEMPO_T2_Time_s,20mW_0mM_TEMPO_T2_Intensity,30mW_0mM_TEMPO_T1_Time_s,30mW_0mM_TEMPO_T1_Intensity,30mW_0mM_TEMPO_T2_Time_s,30mW_0mM_TEMPO_T2_Intensity,30mW_0mM_TEMPO_T3_Time_s,30mW_0mM_TEMPO_T3_Intensity,40mW_0mM_TEMPO_T1_Time_s,40mW_0mM_TEMPO_T1_Intensity,40mW_0mM_TEMPO_T2_Time_s,40mW_0mM_TEMPO_T2_Intensity,20mW_1mM_TEMPO_T1_Time_s,20mW_1mM_TEMPO_T1_Intensity,20mW_1mM_TEMPO_T2_Time_s,20mW_1mM_TEMPO_T2_Intensity,30mW_1mM_TEMPO_T1_Time_s,30mW_1mM_TEMPO_T1_Intensity,30mW_1mM_TEMPO_T2_Time_s,30mW_1mM_TEMPO_T2_Intensity,40mW_1mM_TEMPO_T1_Time_s,40mW_1mM_TEMPO_T1_Intensity,40mW_1mM_TEMPO_T2_Time_s,40mW_1mM_TEMPO_T2_Intensity,20mW_5mM_TEMPO_T1_Time_s,20mW_5mM_TEMPO_T1_Intensity,20mW_5mM_TEMPO_T2_Time_s,20mW_5mM_TEMPO_T2_Intensity,30mW_5mM_TEMPO_T1_Time_s,30mW_5mM_TEMPO_T1_Intensity,30mW_5mM_TEMPO_T2_Time_s,30mW_5mM_TEMPO_T2_Intensity,40mW_5mM_TEMPO_T2_Time_s,40mW_5mM_TEMPO_T2_Intensity
0,0.095311695,0,0.092220505,0,0.075734158,0,0.066975786,0,0.074188563,0,0.070066976,0,0.065945389,0,0.100463679,0,0.112313241,0,0.083462133,0,0.072642968,0,0.063369397,0,0.075218959,0,0.105086641,0,0.102291783,0,0.071548351,0,0.072666294,0,0.075734158
0.025,0.111282844,0.003,0.105100464,0.025,0.072642968,0.025,0.072642968,0.025,0.080886141,0.025,0.070582174,0.024,0.067490984,0.025,0.112313241,0.025,0.108706852,0.026,0.070066976,0.025,0.060278207,0.025,0.064914992,0.026,0.072642968,0.026,0.095584125,0.024,0.103409726,0.025,0.068194522,0.025,0.081609838,0.024,0.086038125
0.05,0.114374034,0.018,0.0937661,0.051,0.070582174,0.05,0.060793405,0.05,0.078310149,0.049,0.065945389,0.049,0.072127769,0.049,0.091190108,0.05,0.116950026,0.051,0.070066976,0.05,0.077279753,0.053,0.070066976,0.05,0.077279753,0.052,0.094466182,0.049,0.083845724,0.05,0.081050866,0.05,0.070430408,0.05,0.060278207
0.076,0.098402885,0.044,0.112313241,0.075,0.085522926,0.076,0.077794951,0.076,0.05924781,0.076,0.062854199,0.074,0.069551777,0.075,0.098918083,0.075,0.102524472,0.075,0.068521381,0.074,0.070582174,0.075,0.078825348,0.075,0.071612571,0.076,0.118501956,0.076,0.088317496,0.075,0.064840693,0.075,0.077138066,0.074,0.058732612
0.101,0.089129315,0.069,0.107161257,0.1,0.086038125,0.101,0.070582174,0.1,0.081916538,0.1,0.074188563,0.099,0.072127769,0.1,0.098402885,0.101,0.095826893,0.1,0.078825348,0.1,0.076249356,0.1,0.05615662,0.1,0.061823802,0.101,0.121296814,0.102,0.09726104,0.1,0.076579094,0.1,0.071548351,0.1,0.063369397
0.127,0.105615662,0.094,0.111798042,0.125,0.070582174,0.125,0.065945389,0.125,0.080370943,0.125,0.062339001,0.124,0.074703761,0.125,0.093250902,0.126,0.119010819,0.127,0.085007728,0.125,0.074188563,0.125,0.065430191,0.125,0.078310149,0.127,0.096143097,0.126,0.09726104,0.125,0.084404695,0.125,0.067076579,0.124,0.065945389
0.152,0.102009274,0.12,0.103554869,0.15,0.083977331,0.15,0.0937661,0.15,0.079340546,0.149,0.087068521,0.149,0.086553323,0.152,0.105100464,0.151,0.115404431,0.15,0.076764554,0.15,0.078310149,0.151,0.081916538,0.15,0.068006182,0.153,0.098378983,0.151,0.097820011,0.15,0.06372275,0.15,0.083286752,0.149,0.08140134
0.178,0.095826893,0.145,0.085522926,0.175,0.069551777,0.175,0.081916538,0.175,0.079855744,0.174,0.060278207,0.174,0.067490984,0.176,0.104070067,0.176,0.092735703,0.175,0.076249356,0.174,0.071097372,0.175,0.071612571,0.175,0.077794951,0.178,0.097820011,0.176,0.11626607,0.175,0.065958636,0.176,0.068194522,0.176,0.064914992
0.203,0.089129315,0.171,0.104585265,0.2,0.083977331,0.2,0.091705307,0.2,0.081916538,0.2,0.063369397,0.199,0.079340546,0.201,0.097372488,0.202,0.10922205,0.2,0.071612571,0.2,0.076249356,0.2,0.067490984,0.2,0.086038125,0.203,0.086640581,0.202,0.091112353,0.2,0.068194522,0.2,0.073784237,0.201,0.062339001
0.229,0.098402885,0.196,0.102524472,0.225,0.065430191,0.225,0.072127769,0.225,0.078310149,0.225,0.055641422,0.224,0.076764554,0.226,0.106646059,0.228,0.111798042,0.226,0.091190108,0.225,0.072642968,0.225,0.057702215,0.225,0.069551777,0.228,0.114589156,0.228,0.088317496,0.225,0.079932923,0.226,0.073225266,0.225,0.073673364
0.254,0.100978877,0.221,0.095311695,0.25,0.077279753,0.25,0.082431736,0.251,0.091190108,0.249,0.077794951,0.249,0.082946935,0.253,0.105615662,0.252,0.098918083,0.25,0.076764554,0.251,0.073673364,0.251,0.066975786,0.251,0.090159711,0.255,0.084963667,0.253,0.111794298,0.25,0.066517608,0.25,0.079373952,0.249,0.064399794
0.279,0.086553323,0.247,0.104585265,0.276,0.063884596,0.275,0.069036579,0.275,0.071612571,0.275,0.197320969,0.274,0.070066976,0.277,0.106646059,0.278,0.100978877,0.275,0.065945389,0.275,0.064914992,0.276,0.072127769,0.275,0.070582174,0.28,0.105086641,0.278,0.102850755,0.275,0.066517608,0.275,0.067635551,0.276,0.071097372
0.305,0.098402885,0.274,0.086553323,0.301,0.087068521,0.301,0.081916538,0.3,0.073673364,0.3,1.024214323,0.299,0.077279753,0.302,0.10613086,0.303,0.094796497,0.3,0.076764554,0.3,0.050489438,0.3,0.072642968,0.3,0.079340546,0.304,0.08999441,0.305,0.100614869,0.301,0.072107323,0.3,0.073225266,0.299,0.073673364
0.33,0.10613086,0.298,0.093250902,0.325,0.078310149,0.325,0.077279753,0.325,0.065945389,0.325,3.013910355,0.324,0.065945389,0.328,0.119526018,0.328,0.10303967,0.326,0.071097372,0.324,0.082946935,0.325,0.059763009,0.325,0.071097372,0.33,0.097820011,0.329,0.102291783,0.325,0.077697037,0.326,0.065958636,0.324,0.072642968
0.355,0.096342092,0.323,0.104070067,0.35,0.09067491,0.35,0.071612571,0.35,0.069036579,0.35,3.742916023,0.349,0.068006182,0.354,0.107676455,0.353,0.095311695,0.35,0.075218959,0.351,0.086553323,0.352,0.075218959,0.35,0.066975786,0.357,0.113471213,0.354,0.107881498,0.35,0.080491895,0.35,0.063163779,0.35,0.079340546
0.38,0.098918083,0.35,0.103554869,0.375,0.058217414,0.376,0.069551777,0.377,0.076764554,0.375,3.874291602,0.374,0.072127769,0.378,0.095826893,0.379,0.112828439,0.375,0.079855744,0.375,0.072642968,0.376,0.072127769,0.376,0.077794951,0.381,0.120178871,0.38,0.10844047,0.375,0.067076579,0.375,0.081050866,0.375,0.060278207
0.406,0.114374034,0.374,0.125193199,0.4,0.083977331,0.4,0.067490984,0.4,0.074188563,0.4,3.795981453,0.399,0.074188563,0.404,0.113858836,0.405,0.118495621,0.4,0.077794951,0.4,0.077794951,0.4,0.079855744,0.55,0.072642968,0.406,0.110117384,0.405,0.10844047,0.4,0.081609838,0.4,0.064840693,0.4,0.074188563
0.431,0.108706852,0.399,0.097372488,0.425,0.093250902,0.425,0.077279753,0.425,0.081916538,0.425,3.787738279,0.424,0.074703761,0.429,0.112313241,0.429,0.102009274,0.425,0.083462133,0.425,0.068521381,0.426,0.074703761,0.701,0.079855744,0.431,0.108999441,0.431,0.096143097,0.425,0.064840693,0.425,0.067635551,0.425,0.067490984
0.457,0.097372488,0.425,0.117465224,0.45,0.069551777,0.45,0.08140134,0.45,0.063369397,0.45,3.818134982,0.449,0.070066976,0.455,0.092220505,0.455,0.110767646,0.45,0.077794951,0.45,0.072642968,0.45,0.069551777,0.926,3.155589902,0.457,0.129681386,0.456,0.115148127,0.45,0.058692007,0.45,0.070430408,0.449,0.069036579
0.482,0.101494075,0.45,0.116950026,0.475,0.082946935,0.476,0.072127769,0.476,0.086038125,0.475,3.866563627,0.474,0.074703761,0.479,0.101494075,0.48,0.107161257,0.475,0.097887687,0.474,0.079340546,0.475,0.081916538,1.076,3.118495621,0.484,0.115707099,0.481,0.117384013,0.475,0.081050866,0.475,0.07881498,0.476,0.064399794
0.507,0.09994848,0.476,0.115919629,0.5,0.082431736,0.5,0.081916538,0.501,0.075734158,0.5,3.795981453,0.499,0.08140134,0.505,0.105615662,0.505,0.119526018,0.5,0.073673364,0.5,0.074188563,0.5,0.076249356,1.201,3.1561051,0.507,0.102291783,0.507,0.100614869,0.501,0.073225266,0.5,0.064840693,0.499,0.064399794
0.533,0.093250902,0.501,0.105615662,0.526,0.076249356,0.525,0.081916538,0.525,0.065945389,0.525,3.867078825,0.524,0.077794951,0.531,0.108191654,0.531,0.088098918,0.526,0.073673364,0.524,0.061308604,0.526,0.076764554,1.425,3.274085523,0.533,0.101732812,0.532,0.10844047,0.525,0.07881498,0.525,0.070430408,0.525,0.066975786
0.558,0.110767646,0.526,0.091705307,0.55,0.087068521,0.55,0.087068521,0.55,0.068006182,0.55,3.922205049,0.549,0.060278207,0.556,0.089644513,0.556,0.091705307,0.55,0.066975786,0.725,0.088098918,0.552,0.075218959,1.5,3.522926327,0.559,0.104527669,0.558,0.095584125,0.55,0.062045836,0.55,0.074343208,0.549,0.073158166
0.584,0.107676455,0.553,0.09067491,0.575,0.070582174,0.577,0.082946935,0.576,0.081916538,0.575,3.969088099,0.574,0.05924781,0.581,0.103554869,0.582,0.09994848,0.575,0.079855744,0.85,0.077279753,0.575,0.073158166,1.55,3.807315817,0.585,0.107881498,0.583,0.092230296,0.575,0.072666294,0.575,0.070430408,0.575,0.066975786
0.609,0.096342092,0.577,0.096342092,0.6,0.068006182,0.625,0.076764554,0.601,0.069551777,0.6,4.092220505,0.599,0.071097372,0.606,0.100463679,0.606,0.092220505,0.6,0.065945389,1,0.065945389,0.6,0.074188563,1.576,4.023699124,0.609,0.106763555,0.608,0.102291783,0.6,0.076579094,0.6,0.067635551,0.599,0.060793405
0.635,0.099433282,0.603,0.110767646,0.625,0.075734158,0.676,0.069551777,0.625,0.077279753,0.625,4.259659969,0.624,0.078825348,0.631,0.09685729,0.632,0.096342092,0.625,0.062854199,1.051,0.075734158,0.626,0.077279753,1.675,5.307573416,0.635,0.106204584,0.634,0.105645612,0.65,0.07098938,0.626,0.06372275,0.625,0.077279753
0.66,0.090159711,0.628,0.106646059,0.65,0.060278207,0.726,0.070066976,0.65,0.089129315,0.65,4.442040185,0.651,0.070582174,0.658,0.108191654,0.657,0.094281298,0.651,0.076764554,1.075,0.062854199,0.651,0.065945389,1.751,6.696032973,0.661,0.105086641,0.66,0.099496926,0.675,0.07490218,0.65,0.069312465,0.649,0.064399794
0.686,0.104585265,0.653,0.095826893,0.675,0.076249356,0.75,0.066460587,0.675,0.074703761,0.676,4.773827924,0.674,0.069036579,0.682,0.09685729,0.683,0.095311695,0.675,0.081916538,1.1,0.065945389,0.675,0.057187017,1.8,8.119526018,0.686,0.100055897,0.686,0.120178871,0.726,0.073225266,0.7,0.07098938,0.674,0.077279753
0.712,0.109737249,0.68,0.111282844,0.701,0.076249356,0.8,0.068006182,0.701,0.068521381,0.7,4.982998454,0.699,0.071612571,0.707,0.105100464,0.708,0.10303967,0.7,0.072127769,1.125,0.081916538,0.7,0.078310149,1.877,10.625966,0.711,0.096143097,0.71,0.10117384,0.75,0.062045836,0.726,0.065399665,0.699,0.065945389
0.737,0.102524472,0.704,0.123132406,0.726,0.074188563,0.85,0.078310149,0.726,0.064399794,0.725,5.374549201,0.723,0.072642968,0.734,0.08758372,0.733,0.099433282,0.725,0.065945389,1.175,0.078825348,0.725,0.078825348,1.902,11.61463163,0.736,0.106763555,0.736,0.093348239,0.775,0.070430408,0.751,0.069871437,0.724,0.078825348
0.762,0.09685729,0.729,0.093250902,0.75,0.080886141,0.9,0.076249356,0.75,0.064914992,0.75,5.810407007,0.75,0.071097372,0.758,0.112313241,0.758,0.099433282,0.75,0.078310149,1.2,0.070582174,0.75,0.085522926,1.975,15.30602782,0.788,0.113471213,0.761,0.111235327,0.8,0.081050866,0.8,0.069871437,0.749,0.064914992
0.787,0.10613086,0.755,0.107161257,0.775,0.085007728,0.926,0.071097372,0.776,0.078310149,0.776,6.32818135,0.774,0.070582174,0.783,0.106646059,0.784,0.092220505,0.775,0.080886141,1.225,0.075218959,0.776,0.069036579,2.026,18.30757342,0.813,0.106204584,0.788,0.098378983,0.825,0.078256009,0.825,0.07098938,0.776,0.073158166
0.813,0.109737249,0.782,0.107161257,0.8,0.074703761,0.977,0.074703761,0.8,0.070582174,0.8,6.977846471,0.799,0.082946935,0.809,0.102009274,0.811,0.09685729,0.8,0.066460587,1.25,0.070582174,0.8,0.070582174,2.077,21.46213292,0.838,0.104527669,0.812,0.088317496,0.875,0.069871437,0.85,0.065958636,0.799,0.071612571
0.839,0.091705307,0.806,0.107161257,0.826,0.069551777,1.001,0.069551777,0.826,0.085522926,0.825,7.721277692,0.824,0.071097372,0.833,0.105615662,0.834,0.112313241,0.826,0.078310149,1.275,0.067490984,0.825,0.074188563,2.176,29.34878928,0.89,0.100614869,0.837,0.100055897,0.9,0.08608161,0.9,0.075461151,0.824,0.079340546
0.864,0.086553323,0.831,0.094796497,0.85,0.074703761,1.05,0.060793405,0.85,0.061308604,0.85,8.473467285,0.849,0.063884596,0.859,0.091705307,0.86,0.104070067,0.85,0.064399794,1.325,0.072127769,0.85,0.08140134,2.227,33.57290057,0.939,0.098378983,0.862,0.100614869,0.95,0.080491895,0.926,0.089435439,0.85,0.076764554
0.889,0.095311695,0.856,0.098402885,0.875,0.082431736,1.076,0.072127769,0.876,0.090159711,0.876,9.415249871,0.874,0.070582174,0.884,0.096342092,0.885,0.101494075,0.875,0.069036579,1.35,0.076249356,0.877,0.062339001,2.276,38.28438949,0.965,0.106763555,0.889,0.085522638,1,0.065958636,0.95,0.077138066,0.876,0.060793405
0.914,0.09994848,0.882,0.103554869,0.902,0.08449253,1.102,0.066460587,0.9,0.060793405,0.9,10.35703246,0.899,0.070582174,0.909,0.102524472,0.91,0.108191654,0.9,0.08140134,1.375,0.074188563,0.901,0.077794951,2.326,43.45028336,1.016,0.106204584,0.964,0.085522638,1.05,0.075461151,1,0.071548351,0.9,0.074703761
0.939,0.117980422,0.908,0.097372488,0.926,0.074188563,1.151,0.078310149,0.926,0.070066976,0.925,11.53889748,0.924,0.061308604,0.935,0.114374034,0.935,0.107161257,0.926,0.078310149,1.4,0.074703761,0.95,0.072127769,2.375,48.45955693,1.041,0.091671325,0.99,0.109558413,1.075,0.07490218,1.025,0.067076579,0.925,0.071097372
0.966,0.099433282,0.933,0.110767646,0.951,0.075218959,1.176,0.075218959,0.95,0.068521381,0.975,14.1251932,0.949,0.072127769,0.96,0.091705307,0.963,0.114374034,0.95,0.076249356,1.425,0.074188563,0.977,0.082431736,2.427,52.33075734,1.067,0.096143097,1.015,0.106204584,1.1,0.086640581,1.05,0.066517608,0.949,0.085522926
0.99,0.115919629,0.958,0.09067491,0.975,0.075734158,1.2,0.065945389,0.975,0.085007728,1,15.73312725,0.974,0.077794951,0.986,0.100978877,0.986,0.090159711,0.975,0.072642968,1.45,0.074188563,1.025,0.072642968,2.501,61.85780526,1.117,0.10844047,1.04,0.094466182,1.15,0.059250978,1.1,0.08999441,1.024,0.076249356
1.016,0.105615662,0.984,0.114374034,1,0.075218959,1.226,0.08140134,1,0.075218959,1.05,19.31530139,0.999,0.081916538,1.011,0.101494075,1.012,0.10613086,1,0.082431736,1.475,0.072127769,1.05,0.064914992,2.551,66.79495106,1.144,0.099496926,1.092,0.096143097,1.175,0.073784237,1.126,0.067635551,1.049,0.073158166
1.042,0.091190108,1.009,0.119010819,1.025,0.071612571,1.25,0.093250902,1.025,0.071097372,1.075,21.33384853,1.024,0.066975786,1.036,0.101494075,1.037,0.09994848,1.026,0.071612571,1.525,0.076764554,1.075,0.073158166,2.627,75.29005667,1.17,0.098937954,1.117,0.109558413,1.201,0.080491895,1.15,0.069871437,1.075,0.070582174
1.067,0.103554869,1.034,0.094796497,1.05,0.08140134,1.276,0.087068521,1.05,0.070582174,1.1,23.3735188,1.049,0.069036579,1.061,0.091190108,1.062,0.102524472,1.05,0.063369397,1.551,0.081916538,1.125,0.071612571,2.7,83.19680577,1.219,0.098937954,1.142,0.106204584,1.25,0.071548351,1.175,0.078256009,1.125,0.08140134
1.092,0.104070067,1.06,0.096342092,1.075,0.080370943,1.326,0.071097372,1.075,0.074188563,1.125,25.51519835,1.074,0.071612571,1.087,0.097887687,1.112,0.115919629,1.075,0.077794951,1.575,0.067490984,1.15,0.080886141,2.751,87.84647089,1.295,0.126886529,1.167,0.107322527,1.275,0.056456121,1.226,0.081609838,1.15,0.075734158
1.117,0.104070067,1.085,0.095311695,1.101,0.053580629,1.35,0.066460587,1.102,0.070066976,1.15,27.85986605,1.099,0.079340546,1.112,0.110767646,1.138,0.0937661,1.1,0.077279753,1.6,0.071612571,1.176,0.077794951,2.801,93.28541989,1.346,0.114030184,1.218,0.098937954,1.326,0.08999441,1.25,0.07490218,1.175,0.083462133
1.142,0.100463679,1.111,0.102524472,1.125,0.072127769,1.377,0.075734158,1.125,0.070582174,1.2,33.04018547,1.124,0.071612571,1.138,0.10922205,1.188,0.08758372,1.125,0.079340546,1.625,0.085007728,1.225,0.073158166,2.851,98.44204019,1.397,0.102850755,1.243,0.09726104,1.375,0.07490218,1.3,0.068194522,1.225,0.076249356
1.169,0.09685729,1.136,0.118495621,1.15,0.065430191,1.401,0.071612571,1.151,0.083977331,1.25,38.6264812,1.149,0.081916538,1.163,0.116950026,1.215,0.09994848,1.15,0.072127769,1.675,0.074703761,1.276,0.092220505,2.9,103.9953632,1.423,0.099496926,1.268,0.096702068,1.401,0.066517608,1.326,0.075461151,1.249,0.063369397
1.194,0.089129315,1.161,0.111282844,1.175,0.081916538,1.426,0.074188563,1.177,0.085007728,1.3,44.96342092,1.174,0.065945389,1.189,0.111798042,1.239,0.09067491,1.175,0.075218959,1.7,0.073158166,1.301,0.060278207,2.951,106.6269964,1.473,0.106763555,1.321,0.087199553,1.475,0.059250978,1.35,0.076579094,1.276,0.079855744
1.219,0.099433282,1.187,0.101494075,1.201,0.064914992,1.476,0.080886141,1.2,0.068521381,1.325,48.44204019,1.2,0.077279753,1.213,0.10303967,1.264,0.108191654,1.2,0.083977331,1.725,0.067490984,1.325,0.069551777,2.976,109.4018547,1.523,0.097820011,1.345,0.098937954,1.501,0.07098938,1.4,0.082168809,1.325,0.080886141
1.244,0.106646059,1.212,0.085007728,1.225,0.088098918,1.501,0.077279753,1.25,0.078825348,1.375,55.11849562,1.224,0.069551777,1.238,0.102009274,1.289,0.106646059,1.225,0.082431736,1.75,0.083977331,1.35,0.071097372,3.027,115.6929418,1.574,0.099496926,1.37,0.092230296,1.55,0.07490218,1.426,0.058692007,1.376,0.061308604
1.27,0.108706852,1.238,0.113343637,1.275,0.073673364,1.526,0.076764554,1.275,0.088098918,1.4,58.56826378,1.249,0.057702215,1.264,0.105100464,1.341,0.099433282,1.25,0.095311695,1.775,0.077279753,1.375,0.074703761,3.051,117.3266358,1.651,0.099496926,1.395,0.104527669,1.575,0.210732253,1.45,0.07098938,1.425,0.350850077
1.296,0.110767646,1.264,0.10613086,1.3,0.09067491,1.55,0.080886141,1.302,0.083977331,1.425,61.91808346,1.274,0.071612571,1.314,0.098918083,1.366,0.109737249,1.275,0.093250902,1.825,0.064914992,1.402,0.060793405,3.127,122.8583205,1.701,0.11626607,1.422,0.103409726,1.625,2.613750699,1.5,0.074343208,1.449,1.659969088
1.32,0.090159711,1.289,0.099433282,1.325,0.077794951,1.601,0.070582174,1.35,0.08449253,1.475,69.4368882,1.324,0.077794951,1.34,0.10303967,1.391,0.10303967,1.3,0.070066976,1.85,0.072127769,1.475,0.083977331,3.176,126.1468315,1.753,0.106763555,1.472,0.107322527,1.65,3.166014533,1.526,0.072107323,1.5,3.232354456
1.347,0.091705307,1.314,0.10303967,1.35,0.664605873,1.625,0.080370943,1.375,0.073158166,1.5,72.89438434,1.35,0.080886141,1.518,0.13137558,1.416,0.100463679,1.35,0.069036579,1.875,0.069551777,1.502,0.063884596,3.251,131.3786708,1.777,0.092230296,1.497,0.118501956,1.675,3.27724986,1.575,0.079373952,1.525,3.221535291
1.373,0.944358578,1.364,1.075734158,1.401,3.992787223,1.651,0.054611025,1.402,0.064399794,1.55,79.85316847,1.399,0.066975786,1.568,0.106646059,1.467,0.100978877,1.4,0.089644513,1.9,0.066975786,1.525,0.070066976,3.326,137.6537867,1.828,0.103968698,1.548,0.11235327,1.725,3.212968139,1.625,0.071548351,1.576,3.179289026
1.398,2.728490469,1.39,2.889747553,1.425,3.866563627,1.676,0.068521381,1.45,0.063369397,1.576,83.42194745,1.424,0.075218959,1.593,0.073673364,1.492,0.119010819,1.425,0.064399794,1.95,0.077794951,1.55,0.051519835,3.377,137.9696033,1.879,0.098937954,1.573,0.105086641,1.775,3.045835662,1.65,0.072107323,1.6,3.156620299
1.422,4.071097372,1.415,4.118495621,1.45,3.85935085,1.7,0.064914992,1.476,0.076249356,1.625,90.13858836,1.449,0.078310149,1.645,0.095826893,1.517,0.100463679,1.45,0.096342092,1.975,0.070582174,1.602,0.075218959,3.426,142.0293663,1.905,0.106204584,1.624,0.102291783,1.802,3.204583566,1.675,0.068753494,1.624,3.344152499
1.447,4.111798042,1.441,4.046367852,1.475,3.887171561,1.726,0.067490984,1.501,0.08140134,1.65,92.98351365,1.474,0.062339001,1.694,0.122617208,1.568,0.10922205,1.475,0.08449253,2.001,0.057702215,1.65,0.079340546,3.526,146.0747038,1.956,0.110676356,1.65,0.120737842,1.825,3.231414198,1.726,0.072107323,1.675,3.148377125
1.473,4.032457496,1.466,4.129314786,1.501,3.883565173,1.751,0.052035033,1.525,0.08140134,1.7,99.82998454,1.524,0.074188563,1.719,0.103554869,1.594,0.092220505,1.5,0.080370943,2.025,0.05924781,1.677,0.064914992,3.626,151.5986605,1.981,0.106204584,1.675,0.09726104,1.875,3.160424818,1.775,0.076020123,1.7,3.282843895
1.498,4.037094281,1.492,4.136527563,1.525,3.852653272,1.801,0.068521381,1.55,0.076764554,1.725,103.3426069,1.549,0.078825348,1.745,0.098918083,1.618,0.090159711,1.525,0.076764554,2.05,0.064914992,1.725,0.064399794,3.701,153.4719217,2.058,0.098378983,1.7,0.11626607,1.926,3.133035215,1.8,0.075461151,1.749,3.157135497
1.524,4.129829985,1.542,4.097372488,1.551,3.839773313,1.826,0.060278207,1.576,0.065430191,1.75,106.124678,1.574,0.079340546,1.795,0.104070067,1.644,0.115404431,1.55,0.070066976,2.075,0.17825863,1.75,0.076249356,3.726,155.3961875,2.108,0.087758524,1.752,0.109558413,1.95,3.269424259,1.826,0.067076579,1.775,3.266872746
1.549,4.057187017,1.568,4.198866564,1.6,3.841318908,1.85,0.085007728,1.6,0.074188563,1.775,109.2642968,1.6,0.058217414,1.82,0.122102009,1.694,0.104070067,1.6,0.644513138,2.1,1.186501803,1.777,0.076764554,3.776,157.5574446,2.159,0.098378983,1.778,0.090553382,1.975,3.307434321,1.875,0.078256009,1.801,3.192684183
1.575,4.107676455,1.593,4.082946935,1.651,3.991756826,1.901,0.443070582,1.626,0.078825348,1.825,115.5285935,1.624,0.66872746,1.845,0.688304997,1.72,0.142709943,1.625,2.29057187,2.125,2.832045337,1.825,0.076249356,3.827,157.9412674,2.184,0.103968698,1.827,0.091671325,2.025,3.173840134,1.926,0.082168809,1.85,3.266357548
1.6,4.076249356,1.62,4.147861927,1.675,4.24678001,1.926,1.979392066,1.651,0.067490984,1.85,118.571355,1.674,3.732612056,1.872,2.147861927,1.745,0.95620814,1.675,3.055126224,2.15,3.14374034,1.875,0.062854199,3.876,160.6579083,2.209,0.095584125,1.854,0.095025154,2.05,3.183901621,1.95,0.057574064,1.875,3.248840804
1.625,4.014940752,1.644,4.061308604,1.7,4.3436373,1.95,3.866563627,1.675,0.070582174,1.9,123.4121587,1.7,3.76249356,1.921,3.436888202,1.77,2.561051005,1.7,3.058217414,2.2,3.100978877,1.9,0.066460587,3.927,162.6465739,2.235,0.098937954,1.905,0.102291783,2.1,3.210732253,1.975,0.079373952,1.925,3.173621844
1.651,4.119526018,1.694,4.141679547,1.725,4.673364245,1.976,4.000515198,1.726,0.077279753,1.95,128.7655848,1.724,3.849562081,1.947,3.366306028,1.821,3.344667697,1.725,3.150437919,2.225,3.065430191,1.951,0.079340546,3.976,162.6635755,2.285,0.103968698,1.93,0.10844047,2.15,3.196757965,2.027,0.073784237,1.95,3.148377125
1.676,4.134981968,1.72,4.251931994,1.775,5.158681092,2.001,3.911385884,1.75,0.083462133,1.975,131.319423,1.749,3.75940237,1.998,3.441524987,1.871,3.431736218,1.777,3.169500258,2.25,3.048428645,1.976,0.062339001,4.051,165.4322514,2.337,0.096702068,1.98,0.106204584,2.201,3.13862493,2.05,0.383454444,2,3.267387944
1.703,4.117465224,1.771,4.368366821,1.801,5.594538897,2.051,3.970118496,1.776,0.068521381,2.025,136.194745,1.774,3.8124678,2.023,3.546625451,1.898,3.382277177,1.8,3.163833076,2.275,3.137042761,2.025,0.085522926,4.102,167.0798557,2.439,0.098937954,2.03,0.093907211,2.226,3.214086082,2.101,3.169927334,2.05,3.227202473
1.727,4.148892324,1.822,4.588871716,1.826,5.974755281,2.076,3.911385884,1.8,0.083977331,2.05,138.5754766,1.824,3.912931479,2.073,3.478619268,1.948,3.43431221,1.85,3.191138588,2.3,3.078310149,2.051,0.071097372,4.151,167.1612571,2.489,3.337618781,2.057,0.104527669,2.275,3.226942426,2.126,3.219675797,2.075,3.14992272
1.752,4.159711489,1.847,4.797527048,1.875,7.017001546,2.101,4.001030397,1.825,0.074188563,2.1,142.1834106,1.874,4.292117465,2.099,3.529108707,1.973,3.34672849,1.876,3.152498712,2.325,3.082431736,2.076,0.066460587,4.276,170.633694,2.566,3.645612074,2.108,0.106763555,2.301,3.244270542,2.175,3.196757965,2.125,3.261205564
1.778,4.246264812,1.898,5.292632664,1.901,7.745492014,2.125,4.011334364,1.851,0.069551777,2.125,144.9572385,1.899,4.57496136,2.149,3.456465739,1.998,3.345182895,1.9,3.164863472,2.351,3.088098918,2.1,0.071097372,4.351,171.0118496,2.616,3.557853549,2.133,0.102291783,2.326,3.178870878,2.2,3.15371716,2.175,3.279752705
1.803,4.298815044,1.923,5.536836682,1.925,8.444616177,2.151,4.005667182,1.876,0.695517774,2.175,148.3122102,1.924,4.758371973,2.175,3.404430706,2.05,3.379185987,1.925,3.104585265,2.4,3.027305513,2.126,0.077794951,4.428,173.2380216,2.641,3.580771381,2.183,1.602571269,2.401,3.253773058,2.226,3.254332029,2.225,3.226687275
1.828,4.412673879,1.949,5.955692942,1.975,10.23183926,2.201,4.251416795,1.9,2.372488408,2.2,150.5656878,1.949,5.174137043,2.201,3.412158681,2.075,3.361669243,1.95,3.090159711,2.425,3.044307058,2.176,0.416280268,4.476,177.0236991,2.692,3.712129681,2.209,3.257685858,2.45,3.158747904,2.25,3.190609279,2.25,3.209685729
