time_s,requested_target_doc,mean_target_doc,min_target_doc,max_target_doc,std_target_doc,lower_error,upper_error,mean_error
3.5,0.4,0.400492787361145,0.0,0.4151163697242737,0.00223588477820158,0.400492787361145,0.014623582363128662,0.0004927873611449973
