tracking_variable,time_s,requested_target_doc,mean_target_doc,min_target_doc,max_target_doc,std_target_doc,lower_error,upper_error,mean_error,requested_reaction_progress,mean_target_reaction_progress,min_target_reaction_progress,max_target_reaction_progress,std_target_reaction_progress,reaction_progress_error,target_o2_mean_mj_cm2,target_o2_min_mj_cm2,target_o2_max_mj_cm2,target_o2_std_mj_cm2
doc,6.0,0.9,0.9946345686912537,0.0,0.9994290471076965,0.021492885425686836,0.9946345686912537,0.004794478416442871,0.09463456869125364,2.302585092994046,7.169066905975342,0.0,7.468214988708496,1.1112796068191528,4.866481812981296,0.0003315777867101133,0.0,20.06012535095215,0.08155599236488342
