time_s,requested_target_doc,mean_target_doc,min_target_doc,max_target_doc,std_target_doc,lower_error,upper_error,mean_error
3.5,0.4,0.6270253658294678,0.360246479511261,0.8201186656951904,0.16784192621707916,0.2667788863182068,0.19309329986572266,0.22702536582946775
