time_s,requested_target_doc,mean_target_doc,min_target_doc,max_target_doc,std_target_doc,lower_error,upper_error,mean_error
6.0,0.9,0.8935098648071289,0.0,0.9094438552856445,0.07601834088563919,0.8935098648071289,0.015933990478515625,-0.006490135192871116
